file,date_time,temperature,conductivity,pressure,oxygen,salinity,depth_label,temperature_flag,conductivity_flag,pressure_flag,oxygen_flag,salinity_flag,sound_speed,sound_speed_flag,salinity_calc,salinity_calc_flag,sound_speed_calc,sound_speed_calc_flag
19101317.mcH,2019-10-13T16:00:01Z,-0.9884,2.7057,158.411,NA,33.356,160,0,0,0,NA,0,1444.895,0,33.35607108229302,0,1444.7349242963649,0
19101319.mcH,2019-10-13T18:00:01Z,-0.9764,2.70921,158.746,NA,33.3902,160,0,0,0,NA,0,1445.003,0,33.39022208500084,0,1444.843246380009,0
19101321.mcH,2019-10-13T20:00:01Z,-0.9828,2.70714,158.286,NA,33.3695,160,0,0,0,NA,0,1444.938,0,33.36949325495281,0,1444.7775521454705,0
19101323.mcH,2019-10-13T22:00:01Z,-0.9948,2.70459,157.519,NA,33.3487,160,0,0,0,NA,0,1444.84,0,33.34863274139604,0,1444.6802123885298,0
19101401.mcH,2019-10-14T00:00:01Z,-0.9793,2.70773,157.195,NA,33.3743,160,0,0,0,NA,0,1444.943,0,33.374286989682176,0,1444.7830307605095,0
19101403.mcH,2019-10-14T02:00:01Z,-0.9961,2.70303,157.682,NA,33.3289,160,0,0,0,NA,0,1444.81,0,33.32878459391772,0,1444.6498715863654,0
19101405.mcH,2019-10-14T04:00:01Z,-1.0144,2.69305,158.492,NA,33.2129,160,0,0,0,NA,0,1444.58,0,33.21297419588696,0,1444.419781193001,0
19101407.mcH,2019-10-14T06:00:01Z,-1.0051,2.70203,158.873,NA,33.3245,160,0,0,0,NA,0,1444.781,0,33.32444758964561,0,1444.6205576464313,0
19101409.mcH,2019-10-14T08:00:01Z,-0.9937,2.70399,158.469,NA,33.3387,160,0,0,0,NA,0,1444.847,0,33.33868588329128,0,1444.687280506675,0
19101411.mcH,2019-10-14T10:00:01Z,-1.0052,2.702,157.591,NA,33.3249,160,0,0,0,NA,0,1444.76,0,33.32493047866089,0,1444.6000977602794,0
19101413.mcH,2019-10-14T12:00:01Z,-0.9839,2.70668,157.076,NA,33.3652,160,0,0,0,NA,0,1444.907,0,33.36520260592637,0,1444.7470706823801,0
19101415.mcH,2019-10-14T14:00:01Z,-0.9836,2.70635,157.418,NA,33.3601,160,0,0,0,NA,0,1444.907,0,33.360180504830936,0,1444.7472140674208,0
19101417.mcH,2019-10-14T16:00:01Z,-0.9925,2.70432,158.294,NA,33.342,160,0,0,0,NA,0,1444.855,0,33.341944511093466,0,1444.6945471219144,0
19101419.mcH,2019-10-14T18:00:01Z,-1.0078,2.70195,158.846,NA,33.3265,160,0,0,0,NA,0,1444.77,0,33.3263687731497,0,1444.6099274578128,0
19101421.mcH,2019-10-14T20:00:01Z,-0.9641,2.71238,158.516,NA,33.4197,160,0,0,0,NA,0,1445.097,0,33.419747126763596,0,1444.9376193186035,0
19101423.mcH,2019-10-14T22:00:01Z,-0.9773,2.71004,157.681,NA,33.4031,160,0,0,0,NA,0,1444.999,0,33.40313968114298,0,1444.8392865050894,0
19101501.mcH,2019-10-15T00:00:01Z,-1.0084,2.70515,157.121,NA,33.3716,160,0,0,0,NA,0,1444.8,0,33.37156763060935,0,1444.640372436857,0
19101503.mcH,2019-10-15T02:00:01Z,-0.9834,2.70743,157.397,NA,33.3747,160,0,0,0,NA,0,1444.927,0,33.374637917628355,0,1444.7673481294155,0
19101505.mcH,2019-10-15T04:00:01Z,-0.9848,2.70964,158.215,NA,33.4057,160,0,0,0,NA,0,1444.976,0,33.4057085087573,0,1444.8158525463298,0
19101507.mcH,2019-10-15T06:00:01Z,-0.9841,2.71155,158.803,NA,33.4305,160,0,0,0,NA,0,1445.022,0,33.43051615590033,0,1444.8621376762549,0
19101509.mcH,2019-10-15T08:00:01Z,-1.006,2.70723,158.569,NA,33.3963,160,0,0,0,NA,0,1444.869,0,33.39628912908615,0,1444.708446508893,0
19101511.mcH,2019-10-15T10:00:01Z,-1.0061,2.70702,157.718,NA,33.394,160,0,0,0,NA,0,1444.852,0,33.39406470119391,0,1444.6912681588256,0
19101513.mcH,2019-10-15T12:00:01Z,-1.0686,2.69402,157.054,NA,33.287,160,0,0,0,NA,0,1444.4,0,33.28699394130409,0,1444.239617037648,0
19101515.mcH,2019-10-15T14:00:01Z,-1.0264,2.70313,157.238,NA,33.364,160,0,0,0,NA,0,1444.707,0,33.364011958518105,0,1444.5467658505586,0
19101517.mcH,2019-10-15T16:00:01Z,-1.0297,2.70337,158.119,NA,33.3704,160,0,0,0,NA,0,1444.714,0,33.37040116588975,0,1444.5539420087482,0
19101519.mcH,2019-10-15T18:00:01Z,-1.036,2.70165,158.882,NA,33.3535,160,0,0,0,NA,0,1444.674,0,33.35353759107306,0,1444.5135784599092,0
19101521.mcH,2019-10-15T20:00:01Z,-1.0544,2.69535,158.785,NA,33.2883,160,0,0,0,NA,0,1444.497,0,33.28830525342165,0,1444.3366193266825,0
19101523.mcH,2019-10-15T22:00:01Z,-1.0946,2.68609,158.001,NA,33.2072,160,0,0,0,NA,0,1444.184,0,33.2072515054483,0,1444.0236537398366,0
19101601.mcH,2019-10-16T00:00:01Z,-1.136,2.67308,157.267,NA,33.0761,160,0,0,0,NA,0,1443.798,0,33.0762079217453,0,1443.6379226733006,0
19101603.mcH,2019-10-16T02:00:01Z,-1.1145,2.679,157.294,NA,33.1332,160,0,0,0,NA,0,1443.978,0,33.13311962588124,0,1443.8175154063185,0
19101605.mcH,2019-10-16T04:00:01Z,-1.1326,2.6755,158.013,NA,33.1049,160,0,0,0,NA,0,1443.866,0,33.10497808128653,0,1443.7050031964695,0
19101607.mcH,2019-10-16T06:00:01Z,-1.1102,2.68196,158.698,NA,33.1677,160,0,0,0,NA,0,1444.068,0,33.16783143471748,0,1443.907480443463,0
19101609.mcH,2019-10-16T08:00:01Z,-1.1141,2.67919,158.633,NA,33.1344,160,0,0,0,NA,0,1444.003,0,33.13445261199968,0,1443.8427733631854,0
19101611.mcH,2019-10-16T10:00:01Z,-1.1042,2.68466,157.868,NA,33.1985,160,0,0,0,NA,0,1444.124,0,33.198475572056346,0,1443.9640539555608,0
19101613.mcH,2019-10-16T12:00:01Z,-1.1063,2.68394,157.087,NA,33.1914,160,0,0,0,NA,0,1444.093,0,33.19146667392054,0,1443.9320303558457,0
19101615.mcH,2019-10-16T14:00:01Z,-1.1007,2.68364,157.082,NA,33.1813,160,0,0,0,NA,0,1444.105,0,33.18119456219364,0,1443.944662767519,0
19101617.mcH,2019-10-16T16:00:01Z,-1.1326,2.67391,157.884,NA,33.0834,160,0,0,0,NA,0,1443.834,0,33.08339367603869,0,1443.673738963462,0
19101619.mcH,2019-10-16T18:00:01Z,-1.1172,2.68019,158.797,NA,33.1514,160,0,0,0,NA,0,1444.014,0,33.15139573696193,0,1443.8535904832693,0
19101621.mcH,2019-10-16T20:00:01Z,-1.0573,2.69524,158.955,NA,33.2899,160,0,0,0,NA,0,1444.489,0,33.28991793558755,0,1444.3277798430768,0
19101623.mcH,2019-10-16T22:00:01Z,-1.0361,2.70084,158.324,NA,33.343,160,0,0,0,NA,0,1444.65,0,33.342972777974666,0,1444.4898459361013,0
19101701.mcH,2019-10-17T00:00:01Z,-1.0543,2.69784,157.498,NA,33.3228,160,0,0,0,NA,0,1444.523,0,33.32285335600622,0,1444.363065015066,0
19101703.mcH,2019-10-17T02:00:01Z,-1.0715,2.69185,157.298,NA,33.2605,160,0,0,0,NA,0,1444.354,0,33.26052530700286,0,1444.194008534859,0
19101705.mcH,2019-10-17T04:00:01Z,-1.0427,2.69902,157.847,NA,33.3258,160,0,0,0,NA,0,1444.588,0,33.32583020996571,0,1444.4277132950792,0
19101707.mcH,2019-10-17T06:00:01Z,-1.0008,2.70617,158.574,NA,33.376,160,0,0,0,NA,0,1444.866,0,33.37611006132821,0,1444.705896070004,0
19101709.mcH,2019-10-17T08:00:01Z,-0.8749,2.72688,158.687,NA,33.5172,160,0,0,0,NA,0,1445.653,0,33.51715285017517,0,1445.4933682299293,0
19101711.mcH,2019-10-17T10:00:01Z,-0.8753,2.72922,158.048,NA,33.5497,160,0,0,0,NA,0,1445.684,0,33.549684678100725,0,1445.5250863869408,0
19101713.mcH,2019-10-17T12:00:01Z,-0.9142,2.7227,157.22,NA,33.5052,160,0,0,0,NA,0,1445.428,0,33.50509970711965,0,1445.2679038545634,0
19101715.mcH,2019-10-17T14:00:01Z,-0.8284,2.73141,157.037,NA,33.5278,160,0,0,0,NA,0,1445.859,0,33.527787954895565,0,1445.7004995719226,0
19101717.mcH,2019-10-17T16:00:01Z,-0.8226,2.73512,157.672,NA,33.5712,160,0,0,0,NA,0,1445.955,0,33.57113982608053,0,1445.7965276332739,0
19101719.mcH,2019-10-17T18:00:01Z,-0.8067,2.73774,158.63,NA,33.5883,160,0,0,0,NA,0,1446.069,0,33.58829923604061,0,1445.9100159899601,0
19101721.mcH,2019-10-17T20:00:01Z,-0.8362,2.73334,159.021,NA,33.5613,160,0,0,0,NA,0,1445.9,0,33.56136690100173,0,1445.7409541857194,0
19101723.mcH,2019-10-17T22:00:01Z,-0.8144,2.73683,158.574,NA,33.5846,160,0,0,0,NA,0,1446.027,0,33.58459614328131,0,1445.867840629965,0
19101801.mcH,2019-10-18T00:00:01Z,-0.8445,2.73223,157.774,NA,33.5564,160,0,0,0,NA,0,1445.834,0,33.55633766373752,0,1445.674955835646,0
19101803.mcH,2019-10-18T02:00:01Z,-0.8856,2.72655,157.379,NA,33.5253,160,0,0,0,NA,0,1445.592,0,33.52537801031406,0,1445.4328998553362,0
19101805.mcH,2019-10-18T04:00:01Z,-0.8531,2.73003,157.717,NA,33.5362,160,0,0,0,NA,0,1445.766,0,33.53615790689806,0,1445.6062550938234,0
19101807.mcH,2019-10-18T06:00:01Z,-0.8641,2.72803,158.395,NA,33.5209,160,0,0,0,NA,0,1445.704,0,33.52089759776776,0,1445.544687316113,0
19101809.mcH,2019-10-18T08:00:01Z,-0.8537,2.7305,158.674,NA,33.5427,160,0,0,0,NA,0,1445.787,0,33.542605566841324,0,1445.6275299624583,0
19101811.mcH,2019-10-18T10:00:01Z,-0.8448,2.73158,158.236,NA,33.5477,160,0,0,0,NA,0,1445.828,0,33.547592331682445,0,1445.6691829179283,0
19101813.mcH,2019-10-18T12:00:01Z,-0.8463,2.73181,157.45,NA,33.5528,160,0,0,0,NA,0,1445.815,0,33.552852467409906,0,1445.656549551671,0
19101815.mcH,2019-10-18T14:00:01Z,-0.7594,2.74401,157.092,NA,33.6213,160,0,0,0,NA,0,1446.311,0,33.62132336806124,0,1446.1524803514383,0
19101817.mcH,2019-10-18T16:00:01Z,-0.7744,2.74186,157.526,NA,33.6088,160,0,0,0,NA,0,1446.23,0,33.6087117706334,0,1446.0718722517147,0
19101819.mcH,2019-10-18T18:00:01Z,-0.7731,2.74231,158.425,NA,33.6127,160,0,0,0,NA,0,1446.257,0,33.61279783566725,0,1446.0979738638919,0
19101821.mcH,2019-10-18T20:00:01Z,-0.8125,2.73639,159.005,NA,33.5762,160,0,0,0,NA,0,1446.031,0,33.576268975810414,0,1445.8725040758616,0
19101823.mcH,2019-10-18T22:00:01Z,-0.8748,2.72786,158.799,NA,33.5302,160,0,0,0,NA,0,1445.673,0,33.53024793051837,0,1445.5133117597015,0
19101901.mcH,2019-10-19T00:00:01Z,-0.912,2.72273,158.083,NA,33.5026,160,0,0,0,NA,0,1445.448,0,33.50253396418232,0,1445.2887277721238,0
19101903.mcH,2019-10-19T02:00:01Z,-0.9357,2.71604,157.526,NA,33.4385,160,0,0,0,NA,0,1445.241,0,33.438480648642624,0,1445.081292163313,0
19101905.mcH,2019-10-19T04:00:01Z,-0.9104,2.72026,157.602,NA,33.4675,160,0,0,0,NA,0,1445.401,0,33.46756079042439,0,1445.241340111974,0
19101907.mcH,2019-10-19T06:00:01Z,-0.9147,2.71988,158.139,NA,33.4669,160,0,0,0,NA,0,1445.388,0,33.466859180301284,0,1445.2287218616693,0
19101909.mcH,2019-10-19T08:00:01Z,-0.8796,2.72433,158.514,NA,33.488,160,0,0,0,NA,0,1445.588,0,33.48794141701134,0,1445.428983976642,0
19101911.mcH,2019-10-19T10:00:01Z,-0.9291,2.71873,158.277,NA,33.4673,160,0,0,0,NA,0,1445.323,0,33.46718001739484,0,1445.1633245760277,0
19101913.mcH,2019-10-19T12:00:01Z,-0.9097,2.72294,157.593,NA,33.5032,160,0,0,0,NA,0,1445.452,0,33.50312194577453,0,1445.2924982350992,0
19101915.mcH,2019-10-19T14:00:01Z,-0.8985,2.72352,157.124,NA,33.4989,160,0,0,0,NA,0,1445.491,0,33.4988167079379,0,1445.3320390733452,0
19101917.mcH,2019-10-19T16:00:01Z,-0.8411,2.73124,157.342,NA,33.5394,160,0,0,0,NA,0,1445.82,0,33.53941994497381,0,1445.6612155894245,0
19101919.mcH,2019-10-19T18:00:01Z,-0.8578,2.72893,158.104,NA,33.5262,160,0,0,0,NA,0,1445.736,0,33.52625638900253,0,1445.5769564151492,0
19101921.mcH,2019-10-19T20:00:01Z,-0.8733,2.72923,158.823,NA,33.5471,160,0,0,0,NA,0,1445.703,0,33.547122303232,0,1445.54354507286,0
19101923.mcH,2019-10-19T22:00:01Z,-0.9084,2.72462,158.889,NA,33.5236,160,0,0,0,NA,0,1445.507,0,33.523664231122574,0,1445.3472296396299,0
19102001.mcH,2019-10-20T00:00:01Z,-0.9572,2.71741,158.387,NA,33.4804,160,0,0,0,NA,0,1445.21,0,33.480441198646815,0,1445.0501392965484,0
19102003.mcH,2019-10-20T02:00:01Z,-0.997,2.7087,157.789,NA,33.4067,160,0,0,0,NA,0,1444.913,0,33.406745539738054,0,1444.7526354997565,0
19102005.mcH,2019-10-20T04:00:01Z,-1.0398,2.69982,157.64,NA,33.3336,160,0,0,0,NA,0,1444.609,0,33.33362112428009,0,1444.4486580098473,0
19102007.mcH,2019-10-20T06:00:01Z,-0.9796,2.71065,157.994,NA,33.4137,160,0,0,0,NA,0,1445.008,0,33.41378658247534,0,1444.8478183836237,0
19102009.mcH,2019-10-20T08:00:01Z,-0.9863,2.71041,158.377,NA,33.4176,160,0,0,0,NA,0,1444.988,0,33.41773453356238,0,1444.8276025537875,0
19102011.mcH,2019-10-20T10:00:01Z,-0.9234,2.72109,158.326,NA,33.4928,160,0,0,0,NA,0,1445.385,0,33.492823352836226,0,1445.2256681803424,0
19102013.mcH,2019-10-20T12:00:01Z,-0.9469,2.71755,157.83,NA,33.4712,160,0,0,0,NA,0,1445.237,0,33.47122741490189,0,1445.0774410452645,0
19102015.mcH,2019-10-20T14:00:01Z,-0.8761,2.72847,157.328,NA,33.5408,160,0,0,0,NA,0,1445.657,0,33.54085324471972,0,1445.4978031128032,0
19102017.mcH,2019-10-20T16:00:01Z,-0.877,2.7283,157.3,NA,33.5396,160,0,0,0,NA,0,1445.651,0,33.539568682207,0,1445.491371327032,0
19102019.mcH,2019-10-20T18:00:01Z,-0.8771,2.7277,157.82,NA,33.5312,160,0,0,0,NA,0,1445.647,0,33.53123499644816,0,1445.4880264673811,0
19102021.mcH,2019-10-20T20:00:01Z,-0.8526,2.73161,158.527,NA,33.5565,160,0,0,0,NA,0,1445.808,0,33.55649877630085,0,1445.6490935292927,0
19102023.mcH,2019-10-20T22:00:01Z,-0.8689,2.72858,158.841,NA,33.5334,160,0,0,0,NA,0,1445.706,0,33.53341207512524,0,1445.5461011801344,0
19102101.mcH,2019-10-21T00:00:01Z,-0.8723,2.7286,158.614,NA,33.5375,160,0,0,0,NA,0,1445.691,0,33.537603237117395,0,1445.5320560847927,0
19102103.mcH,2019-10-21T02:00:01Z,-0.9458,2.72071,158.072,NA,33.5127,160,0,0,0,NA,0,1445.303,0,33.51274347683739,0,1445.1425923691888,0
19102105.mcH,2019-10-21T04:00:01Z,-0.9037,2.72148,157.746,NA,33.4765,160,0,0,0,NA,0,1445.447,0,33.47656717530332,0,1445.2874650254257,0
19102107.mcH,2019-10-21T06:00:01Z,-1.0396,2.689,157.854,NA,33.1862,160,0,0,0,NA,0,1444.414,0,33.18615633295909,0,1444.2538000602815,0
19102109.mcH,2019-10-21T08:00:01Z,-1.0551,2.68957,158.169,NA,33.2108,160,0,0,0,NA,0,1444.379,0,33.21083641729258,0,1444.2186928387125,0
19102111.mcH,2019-10-21T10:00:01Z,-1.0411,2.69381,158.302,NA,33.2528,160,0,0,0,NA,0,1444.504,0,33.252931549704094,0,1444.3441207419144,0
19102113.mcH,2019-10-21T12:00:01Z,-1.0488,2.69128,158.05,NA,33.2271,160,0,0,0,NA,0,1444.429,0,33.22719912146835,0,1444.2687742675964,0
19102115.mcH,2019-10-21T14:00:01Z,-1.0468,2.69117,157.613,NA,33.2238,160,0,0,0,NA,0,1444.427,0,33.22375777615481,0,1444.2665758217272,0
19102117.mcH,2019-10-21T16:00:01Z,-1.0248,2.69533,157.407,NA,33.256,160,0,0,0,NA,0,1444.571,0,33.256106336373946,0,1444.4112840714154,0
19102119.mcH,2019-10-21T18:00:01Z,-1.0086,2.69932,157.67,NA,33.2922,160,0,0,0,NA,0,1444.701,0,33.292237210411145,0,1444.5411002088906,0
19102121.mcH,2019-10-21T20:00:01Z,-1.0018,2.70303,158.257,NA,33.3348,160,0,0,0,NA,0,1444.8,0,33.33475113299611,0,1444.6401901781455,0
19102123.mcH,2019-10-21T22:00:01Z,-1.0134,2.69801,158.739,NA,33.2791,160,0,0,0,NA,0,1444.678,0,33.2791020953537,0,1444.517822563983,0
19102201.mcH,2019-10-22T00:00:01Z,-1.0292,2.69578,158.771,NA,33.2663,160,0,0,0,NA,0,1444.586,0,33.26626144173508,0,1444.4261039302241,0
19102203.mcH,2019-10-22T02:00:01Z,-1.1524,2.66888,158.425,NA,33.0364,160,0,0,0,NA,0,1443.685,0,33.036341076310215,0,1443.5246426442002,0
19102205.mcH,2019-10-22T04:00:01Z,-1.2238,2.6413,157.985,NA,32.739,160,0,0,0,NA,0,1442.935,0,32.738868826057264,0,1442.775016030873,0
19102207.mcH,2019-10-22T06:00:01Z,-1.2232,2.64086,157.819,NA,32.7322,160,0,0,0,NA,0,1442.927,0,32.73231122065652,0,1442.7663329226616,0
19102209.mcH,2019-10-22T08:00:01Z,-1.2272,2.63956,157.937,NA,32.7189,160,0,0,0,NA,0,1442.891,0,32.71887525460697,0,1442.7309716464588,0
19102211.mcH,2019-10-22T10:00:01Z,-1.2271,2.63891,158.124,NA,32.7097,160,0,0,0,NA,0,1442.882,0,32.70978626599673,0,1442.7221606464618,0
19102213.mcH,2019-10-22T12:00:01Z,-1.2295,2.6374,158.101,NA,32.6918,160,0,0,0,NA,0,1442.846,0,32.69182131556092,0,1442.6860320185585,0
19102215.mcH,2019-10-22T14:00:01Z,-1.219,2.64329,157.814,NA,32.7608,160,0,0,0,NA,0,1442.985,0,32.76087162360794,0,1442.824927748204,0
19102217.mcH,2019-10-22T16:00:01Z,-1.2126,2.64536,157.516,NA,32.7822,160,0,0,0,NA,0,1443.04,0,32.782287497032705,0,1442.87962502082,0
19102219.mcH,2019-10-22T18:00:01Z,-1.2305,2.64133,157.473,NA,32.747,160,0,0,0,NA,0,1442.906,0,32.74690944312997,0,1442.7456940945044,0
19102221.mcH,2019-10-22T20:00:01Z,-1.2162,2.64573,157.822,NA,32.791,160,0,0,0,NA,0,1443.039,0,32.791088523270616,0,1442.8792933197751,0
19102223.mcH,2019-10-22T22:00:01Z,-1.2207,2.64508,158.349,NA,32.7868,160,0,0,0,NA,0,1443.021,0,32.786827065512185,0,1442.8605520229673,0
19102301.mcH,2019-10-23T00:00:01Z,-1.2264,2.64282,158.69,NA,32.762,160,0,0,0,NA,0,1442.966,0,32.76202235796754,0,1442.8052923045764,0
19102303.mcH,2019-10-23T02:00:01Z,-1.1965,2.6528,158.631,NA,32.8654,160,0,0,0,NA,0,1443.247,0,32.86545201835704,0,1443.086828914649,0
19102305.mcH,2019-10-23T04:00:01Z,-1.1784,2.65958,158.247,NA,32.9383,160,0,0,0,NA,0,1443.426,0,32.938271433970684,0,1443.2653750866277,0
19102307.mcH,2019-10-23T06:00:01Z,-1.1894,2.65752,157.839,NA,32.9224,160,0,0,0,NA,0,1443.346,0,32.92250991040962,0,1443.1850960591307,0
19102309.mcH,2019-10-23T08:00:01Z,-1.1889,2.65509,157.699,NA,32.8889,160,0,0,0,NA,0,1443.3,0,32.888908463636724,0,1443.1397680796576,0
19102311.mcH,2019-10-23T10:00:01Z,-1.2331,2.63088,157.835,NA,32.6069,160,0,0,0,NA,0,1442.71,0,32.606973315639166,0,1442.5497658166266,0
19102313.mcH,2019-10-23T12:00:01Z,-1.2453,2.62709,158.04,NA,32.5684,160,0,0,0,NA,0,1442.602,0,32.56842856612093,0,1442.4426715656803,0
19102315.mcH,2019-10-23T14:00:01Z,-1.2382,2.62536,158.031,NA,32.5371,160,0,0,0,NA,0,1442.594,0,32.53712248912165,0,1442.434065343699,0
19102317.mcH,2019-10-23T16:00:01Z,-1.2382,2.62798,157.762,NA,32.573,160,0,0,0,NA,0,1442.638,0,32.573014371275505,0,1442.478298658331,0
19102319.mcH,2019-10-23T18:00:01Z,-1.2381,2.62611,157.476,NA,32.5476,160,0,0,0,NA,0,1442.599,0,32.547574731813185,0,1442.4397510071217,0
19102321.mcH,2019-10-23T20:00:01Z,-1.2435,2.62328,157.507,NA,32.5148,160,0,0,0,NA,0,1442.53,0,32.51482725389464,0,1442.3701576461676,0
19102401.mcH,2019-10-24T00:00:01Z,-1.239,2.62253,158.478,NA,32.4992,160,0,0,0,NA,0,1442.546,0,32.49913387489531,0,1442.3860423018489,0
19102403.mcH,2019-10-24T02:00:01Z,-1.2894,2.6199,158.736,NA,32.5178,160,0,0,0,NA,0,1442.335,0,32.517814070907455,0,1442.174683567695,0
19102405.mcH,2019-10-24T04:00:01Z,-1.309,2.6195,158.509,NA,32.5338,160,0,0,0,NA,0,1442.26,0,32.5337919403894,0,1442.098946950719,0
19102407.mcH,2019-10-24T06:00:01Z,-1.3058,2.61888,157.958,NA,32.5222,160,0,0,0,NA,0,1442.25,0,32.52217272617142,0,1442.089648634695,0
19102409.mcH,2019-10-24T08:00:01Z,-1.3072,2.61669,157.529,NA,32.4941,160,0,0,0,NA,0,1442.198,0,32.494031477191925,0,1442.0379461799869,0
19102411.mcH,2019-10-24T10:00:01Z,-1.3082,2.61773,157.486,NA,32.5093,160,0,0,0,NA,0,1442.214,0,32.50935265123694,0,1442.0532155253431,0
19102413.mcH,2019-10-24T12:00:01Z,-1.292,2.6254,157.847,NA,32.5963,160,0,0,0,NA,0,1442.415,0,32.596299096850146,0,1442.2541971733465,0
19102415.mcH,2019-10-24T14:00:01Z,-1.3001,2.62182,158.169,NA,32.556,160,0,0,0,NA,0,1442.327,0,32.55601442710407,0,1442.166119381978,0
19102417.mcH,2019-10-24T16:00:01Z,-1.3018,2.61933,158.084,NA,32.5239,160,0,0,0,NA,0,1442.273,0,32.5238967575581,0,1442.113138629357,0
19102419.mcH,2019-10-24T18:00:01Z,-1.3023,2.6207,157.656,NA,32.5434,160,0,0,0,NA,0,1442.291,0,32.54341457802175,0,1442.1302838877964,0
19102421.mcH,2019-10-24T20:00:01Z,-1.3023,2.61952,157.334,NA,32.5274,160,0,0,0,NA,0,1442.263,0,32.52748699865715,0,1442.1035361691063,0
19102423.mcH,2019-10-24T22:00:01Z,-1.3072,2.61765,157.546,NA,32.5072,160,0,0,0,NA,0,1442.216,0,32.5071369495829,0,1442.0559638873917,0
19102501.mcH,2019-10-25T00:00:01Z,-1.2334,2.64614,158.185,NA,32.8153,160,0,0,0,NA,0,1442.997,0,32.815295467517885,0,1442.8358645573314,0
19102503.mcH,2019-10-25T02:00:01Z,-1.2154,2.65287,158.78,NA,32.887,160,0,0,0,NA,0,1443.189,0,32.88704877007694,0,1443.0283714659597,0
19102505.mcH,2019-10-25T04:00:01Z,-1.2107,2.65506,158.783,NA,32.9118,160,0,0,0,NA,0,1443.245,0,32.91177132054335,0,1443.084274698763,0
19102507.mcH,2019-10-25T06:00:01Z,-1.188,2.66165,158.266,NA,32.977,160,0,0,0,NA,0,1443.433,0,32.97704118892845,0,1443.2724105625707,0
19102511.mcH,2019-10-25T10:00:01Z,-1.1928,2.65953,157.311,NA,32.954,160,0,0,0,NA,0,1443.363,0,32.953980457676984,0,1443.2029768593666,0
19102513.mcH,2019-10-25T12:00:01Z,-1.1569,2.66838,157.667,NA,33.0349,160,0,0,0,NA,0,1443.65,0,33.03494155359325,0,1443.4891371368594,0
19102515.mcH,2019-10-25T14:00:01Z,-1.1485,2.67164,158.288,NA,33.0698,160,0,0,0,NA,0,1443.747,0,33.06974380057132,0,1443.5861660235014,0
19102517.mcH,2019-10-25T16:00:01Z,-1.15,2.67149,158.511,NA,33.0692,160,0,0,0,NA,0,1443.742,0,33.06921745729559,0,1443.581908638327,0
19102519.mcH,2019-10-25T18:00:01Z,-1.148,2.67076,158.092,NA,33.0574,160,0,0,0,NA,0,1443.729,0,33.057318288778546,0,1443.5685846297424,0
19102523.mcH,2019-10-25T22:00:01Z,-1.1329,2.67562,157.289,NA,33.1073,160,0,0,0,NA,0,1443.856,0,33.10738368284438,0,1443.6951753055669,0
19102601.mcH,2019-10-26T00:00:01Z,-1.1284,2.6783,157.82,NA,33.1385,160,0,0,0,NA,0,1443.928,0,33.13860983167892,0,1443.767342218919,0
19102603.mcH,2019-10-26T02:00:01Z,-1.1488,2.67206,158.627,NA,33.0757,160,0,0,0,NA,0,1443.759,0,33.07559313568551,0,1443.5981070434232,0
19102605.mcH,2019-10-26T04:00:01Z,-1.1583,2.6677,158.968,NA,33.0265,160,0,0,0,NA,0,1443.653,0,33.02642518036801,0,1443.4918998435041,0
19102609.mcH,2019-10-26T08:00:01Z,-1.175,2.66229,157.719,NA,32.9719,160,0,0,0,NA,0,1443.479,0,32.97180390930075,0,1443.318424052423,0
19102611.mcH,2019-10-26T10:00:01Z,-1.1765,2.66177,157.15,NA,32.9667,160,0,0,0,NA,0,1443.456,0,32.966707734519154,0,1443.29522931373,0
19102613.mcH,2019-10-26T12:00:01Z,-1.1732,2.66297,157.366,NA,32.9793,160,0,0,0,NA,0,1443.492,0,32.97930995845073,0,1443.3314647713482,0
19102615.mcH,2019-10-26T14:00:01Z,-1.1518,2.66596,158.175,NA,32.996,160,0,0,0,NA,0,1443.629,0,32.99603891895852,0,1443.46896723427,0
19102617.mcH,2019-10-26T16:00:01Z,-1.1373,2.67321,158.753,NA,33.0785,160,0,0,0,NA,0,1443.819,0,33.078510432615694,0,1443.6587754657521,0
19102619.mcH,2019-10-26T18:00:01Z,-1.0715,2.69053,158.556,NA,33.2419,160,0,0,0,NA,0,1444.35,0,33.241796840616146,0,1444.1889462201916,0
19102621.mcH,2019-10-26T20:00:01Z,-1.0567,2.69433,157.776,NA,33.2777,160,0,0,0,NA,0,1444.455,0,33.27759074702257,0,1444.2949866164518,0
19102623.mcH,2019-10-26T22:00:01Z,-1.0406,2.6976,157.209,NA,33.3046,160,0,0,0,NA,0,1444.559,0,33.30457868070743,0,1444.3986829187083,0
19102701.mcH,2019-10-27T00:00:01Z,-1.0528,2.69539,157.472,NA,33.2878,160,0,0,0,NA,0,1444.483,0,33.28787601572518,0,1444.3224913109466,0
19102703.mcH,2019-10-27T02:00:01Z,-1.0414,2.69779,158.344,NA,33.3073,160,0,0,0,NA,0,1444.577,0,33.30735829421706,0,1444.416917119359,0
19102705.mcH,2019-10-27T04:00:01Z,-1.0247,2.70142,159.008,NA,33.3378,160,0,0,0,NA,0,1444.708,0,33.3377998365333,0,1444.5479011233112,0
19102707.mcH,2019-10-27T06:00:01Z,-1.0239,2.70144,158.852,NA,33.3373,160,0,0,0,NA,0,1444.709,0,33.3372796479856,0,1444.5484782173096,0
